device_id,lat,lon,timestamp
van007,14.670985,120.748402,2025-05-13T05:15:30
van007,15.872421,120.706506,2025-05-12T14:53:30
van007,14.781635,120.441766,2025-05-13T08:57:30
van007,14.616657,120.898917,2025-05-13T03:26:30
van007,14.828633,120.311308,2025-05-13T10:32:00
van007,14.959658,120.89699,2025-05-12T10:42:00
van007,14.732485,120.577876,2025-05-13T07:19:00
van007,16.217157,120.634644,2025-05-12T16:28:30
van007,14.812741,120.355518,2025-05-13T10:00:00
van007,15.15379,120.856416,2025-05-12T11:35:30
van007,14.649315,120.961667,2025-05-12T09:16:30
van007,15.565801,120.770547,2025-05-12T13:29:00
van007,14.448561,120.988468,2025-05-12T19:10:30
van007,14.05983,121.02761,2025-05-12T23:03:30
van007,14.154104,121.018095,2025-05-12T22:07:00
van007,13.894789,121.044341,2025-05-13T00:42:30
van007,15.054024,120.877323,2025-05-12T11:08:00
van007,15.092163,120.869386,2025-05-12T11:18:30
van007,14.189197,121.014553,2025-05-12T21:46:00
van007,14.732814,120.944252,2025-05-12T09:39:30
van007,13.771379,121.056737,2025-05-13T01:56:30
van007,14.656458,120.788503,2025-05-13T04:46:30
van007,14.301789,121.003179,2025-05-12T20:38:30
van007,16.08653,120.661884,2025-05-12T15:52:30
van007,14.59745,120.95209,2025-05-13T02:48:00
van007,14.427691,120.990506,2025-05-12T19:23:00
van007,14.220793,121.011451,2025-05-12T21:27:00
van007,14.767268,120.937107,2025-05-12T09:49:00
van007,14.223343,121.011157,2025-05-12T21:25:30
van007,14.651163,120.961301,2025-05-12T09:17:00
van007,13.959749,121.037751,2025-05-13T00:03:30
van007,15.5766,120.768234,2025-05-12T13:32:00
van007,14.615636,120.901711,2025-05-13T03:24:30
van007,16.21173,120.635742,2025-05-12T16:27:00
van007,15.006831,120.887064,2025-05-12T10:55:00
van007,14.908817,120.907636,2025-05-12T10:28:00
van007,14.706031,120.651057,2025-05-13T06:26:00
van007,14.215924,121.011849,2025-05-12T21:30:00
van007,14.627323,120.869183,2025-05-13T03:48:00
van007,16.02852,120.673961,2025-05-12T15:36:30
van007,14.682743,120.71595,not-a-timestamp
van007,14.932512,120.902621,2025-05-12T10:34:30
van007,14.821716,120.330616,2025-05-13T10:18:00
van007,14.82712,120.315439,2025-05-13T10:29:00
van007,14.809443,120.364555,2025-05-13T09:53:30
van007,14.784377,120.434208,2025-05-13T09:03:00
van007,14.438492,120.989464,2025-05-12T19:16:30
van007,14.87445,120.914805,2025-05-12T10:18:30
van007,14.974161,120.893941,2025-05-12T10:46:00
van007,14.60574,120.929374,2025-05-13T03:04:30
van007,15.155697,120.856089,2025-05-12T11:36:00
van007,14.129885,121.020647,2025-05-12T22:21:30
van007,14.436823,120.989557,2025-05-12T19:17:30
van007,14.516141,120.981621,2025-05-12T18:30:00
van007,14.72103,120.609679,2025-05-13T06:56:00
van007,14.742427,120.550164,2025-05-13T07:39:00
van007,14.694943,120.682195,2025-05-13T06:03:30
van007,15.442366,120.796317,2025-05-12T12:55:00
van007,13.966527,121.037137,2025-05-12T23:59:30
van007,999.0,999.0,2025-05-12T15:32:58.726864
van007,14.917947,120.905693,2025-05-12T10:30:30
van007,13.916445,121.042134,2025-05-13T00:29:30
van007,14.768409,120.478495,2025-05-13T08:31:00
van007,15.418758,120.801206,2025-05-12T12:48:30
van007,14.714343,120.628267,2025-05-13T06:42:30
van007,14.105813,121.023065,2025-05-12T22:36:00
van007,14.746986,120.537817,2025-05-13T07:48:00
van007,14.379311,120.99538,2025-05-12T19:52:00
van007,14.231663,121.010333,2025-05-12T21:20:30
van007,14.663718,120.768507,2025-05-13T05:01:00
van007,15.988505,120.682293,2025-05-12T15:25:30
van007,14.719597,120.613739,2025-05-13T06:53:00
van007,999.0,999.0,2025-05-12T15:32:58.726864
van007,16.367751,120.603151,2025-05-12T17:10:00
van007,16.091932,120.660708,2025-05-12T15:54:00
van007,13.903965,121.043361,2025-05-13T00:37:00
van007,15.112107,120.865175,2025-05-12T11:24:00
van007,13.898139,121.04403,2025-05-13T00:40:30
van007,14.74766,120.535789,2025-05-13T07:49:30
van007,14.116659,121.021864,2025-05-12T22:29:30
van007,15.723629,120.737589,not-a-timestamp
van007,14.644369,120.822247,2025-05-13T04:22:00
van007,16.068442,120.66563,not-a-timestamp
van007,16.206365,120.636955,2025-05-12T16:25:30
van007,14.704388,120.655836,2025-05-13T06:22:30
van007,14.822953,120.327196,2025-05-13T10:20:30
van007,13.885599,121.045269,2025-05-13T00:48:00
van007,14.663956,120.767714,2025-05-13T05:01:30
van007,14.724536,120.599883,2025-05-13T07:03:00
van007,14.25168,121.008234,2025-05-12T21:08:30
van007,14.6035,120.9355,2025-05-13T03:00:00
van007,15.765343,120.728947,2025-05-12T14:24:00
van007,14.820922,120.332683,2025-05-13T10:16:30
van007,15.892328,120.702356,2025-05-12T14:59:00
van007,14.647071,120.814771,2025-05-13T04:27:30
van007,14.495247,120.983666,2025-05-12T18:42:30
van007,14.255853,121.007845,2025-05-12T21:06:00
van007,14.643818,120.823738,2025-05-13T04:21:00
van007,14.020622,121.031636,2025-05-12T23:27:00
van007,14.675655,120.735282,2025-05-13T05:25:00
van007,15.010439,120.886376,2025-05-12T10:56:00
van007,16.093816,120.660425,2025-05-12T15:54:30
van007,14.063266,121.027325,2025-05-12T23:01:30
van007,14.140845,121.019487,2025-05-12T22:15:00
van007,15.674687,120.747828,2025-05-12T13:59:00
van007,999.0,999.0,2025-05-12T15:32:58.726864
van007,13.970625,121.036627,2025-05-12T23:57:00
van007,15.738104,120.73456,2025-05-12T14:16:30
van007,15.598386,120.763734,2025-05-12T13:38:00
van007,14.777923,120.452194,2025-05-13T08:50:00
van007,14.106629,121.022991,2025-05-12T22:35:30
van007,14.485243,120.984711,2025-05-12T18:48:30
van007,14.619679,120.890653,2025-05-13T03:32:30
van007,14.648504,120.810545,2025-05-13T04:30:30
van007,14.409337,120.992411,2025-05-12T19:34:00
van007,999.0,999.0,2025-05-12T15:32:58.726864
van007,14.104928,121.023159,2025-05-12T22:36:30
van007,14.194189,121.014172,2025-05-12T21:43:00
van007,15.529445,120.778057,2025-05-12T13:19:00
van007,14.731291,120.581307,2025-05-13T07:16:30
van007,14.657739,120.784942,2025-05-13T04:49:00
van007,15.59657,120.764101,2025-05-12T13:37:30
van007,14.735281,120.570247,2025-05-13T07:24:30
van007,14.804798,120.377544,2025-05-13T09:44:00
van007,14.61396,120.906466,2025-05-13T03:21:00
van007,13.946489,121.039109,2025-05-13T00:11:30
van007,14.431852,120.990125,2025-05-12T19:20:30
van007,14.986944,120.891285,2025-05-12T10:49:30
van007,15.137535,120.859898,2025-05-12T11:31:00
van007,14.109063,121.022738,2025-05-12T22:34:00
van007,13.874791,121.046338,2025-05-13T00:54:30
van007,14.611486,120.913378,2025-05-13T03:16:00
van007,13.939849,121.039767,2025-05-13T00:15:30
van007,15.656476,120.751547,2025-05-12T13:54:00
van007,14.526955,120.980496,2025-05-12T18:23:30
van007,14.910641,120.907262,not-a-timestamp
van007,14.225902,121.010977,2025-05-12T21:24:00
van007,16.180976,120.642138,2025-05-12T16:18:30
van007,999.0,999.0,2025-05-12T15:32:58.726864
van007,16.186389,120.641072,2025-05-12T16:20:00
van007,16.197227,120.638752,2025-05-12T16:23:00
van007,14.471076,120.986097,2025-05-12T18:57:00
van007,14.545334,120.978687,2025-05-12T18:12:30
van007,14.328517,121.000621,2025-05-12T20:22:30
van007,14.01821,121.03194,2025-05-12T23:28:30
van007,14.415195,120.991869,2025-05-12T19:30:30
van007,14.317607,121.001616,2025-05-12T20:29:00
van007,14.972412,120.894274,2025-05-12T10:45:30
van007,14.644521,120.821656,not-a-timestamp
van007,14.707795,120.64615,2025-05-13T06:29:30
van007,14.428486,120.990503,2025-05-12T19:22:30
van007,999.0,999.0,2025-05-12T15:32:58.726864
van007,14.760487,120.500523,2025-05-13T08:15:00
van007,15.638315,120.755373,2025-05-12T13:49:00
van007,14.643291,120.825026,2025-05-13T04:20:00
van007,14.729969,120.584736,2025-05-13T07:14:00
van007,15.349891,120.815571,2025-05-12T12:29:30
van007,14.15002,121.018518,not-a-timestamp
van007,16.295238,120.618322,2025-05-12T16:50:00
van007,15.164694,120.854145,2025-05-12T11:38:30
van007,15.952291,120.689834,2025-05-12T15:15:30
van007,14.810914,120.927969,2025-05-12T10:01:00
van007,15.774432,120.72701,2025-05-12T14:26:30
van007,14.656022,120.789796,2025-05-13T04:45:30
van007,15.934153,120.69361,2025-05-12T15:10:30
van007,14.7101,120.639996,2025-05-13T06:34:00
van007,16.355103,120.605917,2025-05-12T17:06:30
van007,14.269234,121.006586,2025-05-12T20:58:00
van007,14.637603,120.840956,2025-05-13T04:08:30
van007,13.962268,121.037492,2025-05-13T00:02:00
van007,14.496902,120.983516,2025-05-12T18:41:30
van007,14.708778,120.643518,2025-05-13T06:31:30
van007,14.819707,120.336165,2025-05-13T10:14:00
van007,14.697179,120.675901,2025-05-13T06:08:00
van007,14.774177,120.462538,2025-05-13T08:42:30
van007,14.845327,120.92084,2025-05-12T10:10:30
van007,14.769194,120.47638,2025-05-13T08:32:30
van007,15.654714,120.751901,2025-05-12T13:53:30
van007,15.567536,120.770179,2025-05-12T13:29:30
van007,14.566162,120.976519,2025-05-12T18:00:00
van007,14.727532,120.591601,2025-05-13T07:09:00
van007,14.132521,121.020323,2025-05-12T22:20:00
van007,15.415208,120.801946,2025-05-12T12:47:30
van007,15.4533,120.794066,2025-05-12T12:58:00
van007,14.07237,121.026452,2025-05-12T22:56:00
van007,15.856105,120.709986,2025-05-12T14:49:00
van007,14.774896,120.46044,2025-05-13T08:44:00
van007,14.779331,120.448066,2025-05-13T08:53:00
van007,15.821631,120.717201,2025-05-12T14:39:30
van007,14.80426,120.379045,2025-05-13T09:43:00
van007,14.429308,120.990298,2025-05-12T19:22:00
van007,14.102479,121.023416,2025-05-12T22:38:00
van007,14.602988,120.936916,2025-05-13T02:59:00
van007,14.446113,120.988667,2025-05-12T19:12:00
van007,14.772391,120.467444,not-a-timestamp
van007,14.656626,120.960216,2025-05-12T09:18:30
van007,14.235854,121.009942,2025-05-12T21:18:00
van007,14.677906,120.729005,2025-05-13T05:29:30
van007,16.012097,120.677443,2025-05-12T15:32:00
van007,15.077576,120.872399,2025-05-12T11:14:30
van007,14.803204,120.381831,2025-05-13T09:41:00
van007,14.295854,121.003834,2025-05-12T20:42:00
van007,14.136565,121.01993,2025-05-12T22:17:30
van007,14.169086,121.016696,2025-05-12T21:58:00
van007,14.78557,120.430829,2025-05-13T09:05:30
van007,14.732791,120.577215,2025-05-13T07:19:30
van007,14.710279,120.639376,2025-05-13T06:34:30
van007,16.393279,120.59785,2025-05-12T17:17:00
